i,Time,Data
14477,289.546,65472.0
14478,289.566,65480.0
14479,289.586,68.0
14480,289.606,62.0
14481,289.626,61.0
14482,289.646,65472.0
14483,289.666,65484.0
14484,289.686,68.0
14485,289.706,63.0
14486,289.726,61.0
14487,289.746,65472.0
14488,289.766,65472.0
14489,289.786,65.0
14490,289.806,63.0
14491,289.826,61.0
14492,289.846,65472.0
14493,289.866,65480.0
14494,289.886,69.0
14495,289.906,64.0
14496,289.926,62.0
14497,289.946,65472.0
14498,289.966,65472.0
14499,289.986,68.0
14500,290.006,63.0
14501,290.026,61.0
14502,290.046,65460.0
14503,290.066,65492.0
14504,290.086,68.0
14505,290.106,64.0
14506,290.126,61.0
14507,290.146,65472.0
14508,290.166,65476.0
14509,290.186,69.0
14510,290.206,63.0
14511,290.226,60.0
14512,290.246,65476.0
14513,290.266,65464.0
14514,290.286,68.0
14515,290.306,64.0
14516,290.326,61.0
14517,290.346,65472.0
14518,290.366,65476.0
14519,290.386,68.0
14520,290.406,63.0
14521,290.426,61.0
14522,290.446,65472.0
14523,290.466,65476.0
14524,290.486,69.0
14525,290.506,63.0
14526,290.526,61.0
14527,290.546,65472.0
14528,290.566,65480.0
14529,290.586,68.0
14530,290.606,64.0
14531,290.626,61.0
14532,290.646,65456.0
14533,290.666,65484.0
14534,290.686,68.0
14535,290.706,63.0
14536,290.726,61.0
14537,290.746,65472.0
14538,290.766,65476.0
14539,290.786,67.0
14540,290.806,64.0
14541,290.826,60.0
14542,290.846,65480.0
14543,290.866,65472.0
14544,290.886,65492.0
14545,290.906,63.0
14546,290.926,60.0
14547,290.946,65472.0
14548,290.966,65472.0
14549,290.986,65456.0
14550,291.006,63.0
14551,291.026,61.0
14552,291.046,65456.0
14553,291.066,65484.0
14554,291.086,67.0
14555,291.106,63.0
14556,291.126,60.0
14557,291.146,65484.0
14558,291.166,65484.0
14559,291.186,68.0
14560,291.206,63.0
14561,291.226,60.0
14562,291.246,65456.0
14563,291.266,65480.0
14564,291.286,67.0
14565,291.306,62.0
14566,291.326,61.0
14567,291.346,65464.0
14568,291.366,65472.0
14569,291.386,67.0
14570,291.406,62.0
14571,291.426,60.0
14572,291.446,65468.0
14573,291.466,65492.0
14574,291.486,69.0
14575,291.506,64.0
14576,291.526,59.0
14577,291.546,65472.0
14578,291.566,65480.0
14579,291.586,65440.0
14580,291.606,63.0
14581,291.626,60.0
14582,291.646,65472.0
14583,291.666,65484.0
14584,291.686,67.0
14585,291.706,64.0
14586,291.726,60.0
14587,291.746,65480.0
14588,291.766,65492.0
14589,291.786,68.0
14590,291.806,63.0
14591,291.826,61.0
14592,291.846,65472.0
14593,291.866,65472.0
14594,291.886,67.0
14595,291.906,64.0
14596,291.926,61.0
14597,291.946,65472.0
14598,291.966,65484.0
14599,291.986,69.0
14600,292.006,64.0
14601,292.026,61.0
14602,292.046,65472.0
14603,292.066,65472.0
14604,292.086,68.0
14605,292.106,64.0
14606,292.126,62.0
14607,292.146,65472.0
14608,292.166,65472.0
14609,292.186,68.0
14610,292.206,63.0
14611,292.226,61.0
14612,292.246,65480.0
14613,292.266,65472.0
14614,292.286,65456.0
14615,292.306,63.0
14616,292.326,61.0
14617,292.346,65480.0
14618,292.366,65488.0
14619,292.386,70.0
14620,292.406,64.0
14621,292.426,60.0
14622,292.446,65472.0
14623,292.466,65472.0
14624,292.486,69.0
14625,292.506,65.0
14626,292.526,61.0
14627,292.546,65472.0
14628,292.566,65488.0
14629,292.586,65448.0
14630,292.606,63.0
14631,292.626,60.0
14632,292.646,65472.0
14633,292.666,65472.0
14634,292.686,68.0
14635,292.706,63.0
14636,292.726,60.0
14637,292.746,65464.0
14638,292.766,65472.0
14639,292.786,65444.0
14640,292.806,64.0
14641,292.826,59.0
14642,292.846,65472.0
14643,292.866,65484.0
14644,292.886,68.0
14645,292.906,64.0
14646,292.926,59.0
14647,292.946,65472.0
14648,292.966,65472.0
14649,292.986,65440.0
14650,293.006,64.0
14651,293.026,60.0
14652,293.046,65472.0
14653,293.066,65476.0
14654,293.086,65456.0
14655,293.106,64.0
14656,293.126,60.0
14657,293.146,65464.0
14658,293.166,65476.0
14659,293.186,69.0
14660,293.206,63.0
14661,293.226,62.0
14662,293.246,65472.0
14663,293.266,65492.0
14664,293.286,65456.0
14665,293.306,65.0
14666,293.326,60.0
14667,293.346,65472.0
14668,293.366,65472.0
14669,293.386,67.0
14670,293.406,64.0
14671,293.426,60.0
14672,293.446,65472.0
14673,293.466,65488.0
14674,293.486,65456.0
14675,293.506,65.0
14676,293.526,61.0
14677,293.546,65472.0
14678,293.566,65472.0
14679,293.586,65456.0
14680,293.606,66.0
14681,293.626,60.0
14682,293.646,65472.0
14683,293.666,65472.0
14684,293.686,65472.0
14685,293.706,64.0
14686,293.726,61.0
14687,293.746,65472.0
14688,293.766,65472.0
14689,293.786,69.0
14690,293.806,64.0
14691,293.826,62.0
14692,293.846,65472.0
14693,293.866,65480.0
14694,293.886,65460.0
14695,293.906,64.0
14696,293.926,60.0
14697,293.946,65464.0
14698,293.966,65480.0
14699,293.986,69.0
14700,294.006,63.0
14701,294.026,62.0
14702,294.046,65464.0
14703,294.066,65488.0
14704,294.086,65472.0
14705,294.106,64.0
14706,294.126,61.0
14707,294.146,65472.0
14708,294.166,65484.0
14709,294.186,65472.0
14710,294.206,63.0
14711,294.226,60.0
14712,294.246,65456.0
14713,294.266,65472.0
14714,294.286,5132.0
14715,294.306,65.0
14716,294.326,61.0
14717,294.346,65472.0
14718,294.366,65472.0
14719,294.386,65456.0
14720,294.406,64.0
14721,294.426,60.0
14722,294.446,65472.0
14723,294.466,65476.0
14724,294.486,65464.0
14725,294.506,64.0
14726,294.526,61.0
14727,294.546,65472.0
14728,294.566,65472.0
14729,294.586,65460.0
14730,294.606,64.0
14731,294.626,62.0
14732,294.646,65472.0
14733,294.666,65472.0
14734,294.686,68.0
14735,294.706,63.0
14736,294.726,62.0
14737,294.746,65472.0
14738,294.766,65472.0
14739,294.786,66.0
14740,294.806,63.0
14741,294.826,62.0
14742,294.846,65472.0
14743,294.866,65472.0
14744,294.886,65472.0
14745,294.906,64.0
14746,294.926,63.0
14747,294.946,65472.0
14748,294.966,65484.0
14749,294.986,65456.0
14750,295.006,64.0
14751,295.026,61.0
14752,295.046,61.0
14753,295.066,65488.0
14754,295.086,67.0
14755,295.106,66.0
14756,295.126,61.0
14757,295.146,65472.0
14758,295.166,65480.0
14759,295.186,65472.0
14760,295.206,65.0
14761,295.226,59.0
14762,295.246,65472.0
14763,295.266,65480.0
14764,295.286,65472.0
14765,295.306,65.0
14766,295.326,62.0
14767,295.346,65472.0
14768,295.366,65476.0
14769,295.386,65472.0
14770,295.406,64.0
14771,295.426,63.0
14772,295.446,65464.0
14773,295.466,65484.0
14774,295.486,65472.0
14775,295.506,65.0
14776,295.526,61.0
14777,295.546,65456.0
14778,295.566,65472.0
14779,295.586,65472.0
14780,295.606,65.0
14781,295.626,59.0
14782,295.646,65472.0
14783,295.666,65472.0
14784,295.686,65472.0
14785,295.706,66.0
14786,295.726,61.0
14787,295.746,65472.0
14788,295.766,65472.0
14789,295.786,65472.0
14790,295.806,64.0
14791,295.826,63.0
14792,295.846,65456.0
14793,295.866,65476.0
14794,295.886,65460.0
14795,295.906,65.0
14796,295.926,61.0
14797,295.946,65460.0
14798,295.966,65472.0
14799,295.986,65456.0
14800,296.006,62.0
14801,296.026,61.0
14802,296.046,65472.0
14803,296.066,65484.0
14804,296.086,65472.0
14805,296.106,64.0
14806,296.126,62.0
14807,296.146,65472.0
14808,296.166,65472.0
14809,296.186,65472.0
14810,296.206,64.0
14811,296.226,61.0
14812,296.246,65472.0
14813,296.266,65472.0
14814,296.286,65472.0
14815,296.306,66.0
14816,296.326,60.0
14817,296.346,65472.0
14818,296.366,65476.0
14819,296.386,65448.0
14820,296.406,64.0
14821,296.426,63.0
14822,296.446,65472.0
14823,296.466,65472.0
14824,296.486,65464.0
14825,296.506,66.0
14826,296.526,63.0
14827,296.546,61.0
14828,296.566,65480.0
14829,296.586,67.0
14830,296.606,62.0
14831,296.626,61.0
14832,296.646,65460.0
14833,296.666,65480.0
14834,296.686,68.0
14835,296.706,64.0
14836,296.726,61.0
14837,296.746,65472.0
14838,296.766,65480.0
14839,296.786,65464.0
14840,296.806,64.0
14841,296.826,61.0
14842,296.846,65472.0
14843,296.866,65472.0
14844,296.886,65440.0
14845,296.906,62.0
14846,296.926,62.0
14847,296.946,65472.0
14848,296.966,65484.0
14849,296.986,65472.0
14850,297.006,65.0
14851,297.026,61.0
14852,297.046,65472.0
14853,297.066,65480.0
14854,297.086,65472.0
14855,297.106,65.0
14856,297.126,61.0
14857,297.146,65476.0
14858,297.166,65472.0
14859,297.186,65464.0
14860,297.206,65.0
14861,297.226,61.0
14862,297.246,65476.0
14863,297.266,65480.0
14864,297.286,65472.0
14865,297.306,66.0
14866,297.326,61.0
14867,297.346,65464.0
14868,297.366,65472.0
14869,297.386,65472.0
14870,297.406,64.0
14871,297.426,62.0
14872,297.446,63196.0
14873,297.466,65472.0
14874,297.486,65472.0
14875,297.506,65.0
14876,297.526,62.0
14877,297.546,65460.0
14878,297.566,65476.0
14879,297.586,65472.0
14880,297.606,66.0
14881,297.626,60.0
14882,297.646,65472.0
14883,297.666,65480.0
14884,297.686,65472.0
14885,297.706,65.0
14886,297.726,60.0
14887,297.746,65472.0
14888,297.766,65472.0
14889,297.786,69.0
14890,297.806,62.0
14891,297.826,63.0
14892,297.846,60.0
14893,297.866,65488.0
14894,297.886,67.0
14895,297.906,63.0
14896,297.926,61.0
14897,297.946,65472.0
14898,297.966,65472.0
14899,297.986,68.0
14900,298.006,63.0
14901,298.026,61.0
14902,298.046,65472.0
14903,298.066,65472.0
14904,298.086,65472.0
14905,298.106,63.0
14906,298.126,62.0
14907,298.146,65464.0
14908,298.166,65456.0
14909,298.186,65472.0
14910,298.206,65.0
14911,298.226,62.0
14912,298.246,65472.0
14913,298.266,65480.0
14914,298.286,65472.0
14915,298.306,63.0
14916,298.326,61.0
14917,298.346,62700.0
14918,298.366,65472.0
14919,298.386,65472.0
14920,298.406,65.0
14921,298.426,61.0
14922,298.446,65460.0
14923,298.466,65476.0
14924,298.486,65464.0
14925,298.506,66.0
14926,298.526,63.0
14927,298.546,65456.0
14928,298.566,65464.0
14929,298.586,65456.0
14930,298.606,65.0
14931,298.626,62.0
14932,298.646,61.0
14933,298.666,65480.0
14934,298.686,68.0
14935,298.706,63.0
14936,298.726,61.0
14937,298.746,65472.0
14938,298.766,65480.0
14939,298.786,65472.0
14940,298.806,65.0
14941,298.826,60.0
14942,298.846,65472.0
14943,298.866,65484.0
14944,298.886,65456.0
14945,298.906,65.0
14946,298.926,62.0
14947,298.946,65472.0
14948,298.966,65472.0
14949,298.986,65472.0
14950,299.006,65.0
14951,299.026,62.0
14952,299.046,65472.0
14953,299.066,65472.0
14954,299.086,65472.0
14955,299.106,65.0
14956,299.126,61.0
14957,299.146,65472.0
14958,299.166,65472.0
14959,299.186,65456.0
14960,299.206,64.0
14961,299.226,63.0
14962,299.246,65472.0
14963,299.266,65472.0
14964,299.286,65488.0
14965,299.306,67.0
14966,299.326,61.0
14967,299.346,65472.0
14968,299.366,65472.0
14969,299.386,69.0
14970,299.406,63.0
14971,299.426,61.0
14972,299.446,62.0
14973,299.466,62.0
14974,299.486,61.0
14975,299.506,63.0
14976,299.526,62.0
14977,299.546,65456.0
14978,299.566,65472.0
14979,299.586,65488.0
14980,299.606,68.0
14981,299.626,62.0
14982,299.646,61.0
14983,299.666,65472.0
14984,299.686,65488.0
14985,299.706,65.0
14986,299.726,61.0
14987,299.746,65472.0
14988,299.766,65476.0
14989,299.786,65472.0
14990,299.806,67.0
14991,299.826,62.0
14992,299.846,65472.0
14993,299.866,65472.0
14994,299.886,65456.0
14995,299.906,64.0
14996,299.926,62.0
14997,299.946,61.0
14998,299.966,65472.0
14999,299.986,65464.0
15000,300.006,66.0
15001,300.026,62.0
15002,300.046,65448.0
15003,300.066,65464.0
15004,300.086,65476.0
15005,300.106,65.0
15006,300.126,61.0
15007,300.146,65456.0
15008,300.166,65484.0
15009,300.186,65460.0
15010,300.206,65.0
15011,300.226,63.0
15012,300.246,65472.0
15013,300.266,65476.0
15014,300.286,65472.0
15015,300.306,66.0
15016,300.326,63.0
15017,300.346,61.0
15018,300.366,65488.0
15019,300.386,65472.0
15020,300.406,64.0
15021,300.426,62.0
15022,300.446,65456.0
15023,300.466,65472.0
15024,300.486,65480.0
15025,300.506,68.0
15026,300.526,60.0
15027,300.546,65480.0
15028,300.566,65488.0
15029,300.586,65480.0
15030,300.606,69.0
15031,300.626,63.0
15032,300.646,61.0
15033,300.666,61.0
15034,300.686,61.0
15035,300.706,60.0
15036,300.726,61.0
15037,300.746,61.0
15038,300.766,65472.0
15039,300.786,65496.0
15040,300.806,65480.0
15041,300.826,65488.0
15042,300.846,65480.0
15043,300.866,65472.0
15044,300.886,65472.0
15045,300.906,66.0
15046,300.926,61.0
15047,300.946,61.0
15048,300.966,61.0
15049,300.986,60.0
15050,301.006,61.0
15051,301.026,63.0
15052,301.046,65472.0
15053,301.066,65472.0
15054,301.086,65484.0
15055,301.106,68.0
15056,301.126,63.0
15057,301.146,60.0
15058,301.166,65472.0
15059,301.186,65472.0
15060,301.206,69.0
15061,301.226,64.0
15062,301.246,65472.0
15063,301.266,65472.0
15064,301.286,65480.0
15065,301.306,69.0
15066,301.326,60.0
15067,301.346,60.0
15068,301.366,65484.0
15069,301.386,65484.0
15070,301.406,64.0
15071,301.426,62.0
15072,301.446,61.0
15073,301.466,65472.0
15074,301.486,65472.0
15075,301.506,65.0
15076,301.526,62.0
15077,301.546,62.0
15078,301.566,65476.0
15079,301.586,65472.0
15080,301.606,65.0
15081,301.626,63.0
15082,301.646,62.0
15083,301.666,65484.0
15084,301.686,65496.0
15085,301.706,67.0
15086,301.726,63.0
15087,301.746,61.0
15088,301.766,65472.0
15089,301.786,65472.0
15090,301.806,66.0
15091,301.826,62.0
15092,301.846,61.0
15093,301.866,65472.0
15094,301.886,65472.0
15095,301.906,67.0
15096,301.926,62.0
15097,301.946,62.0
15098,301.966,65480.0
15099,301.986,65476.0
15100,302.006,66.0
15101,302.026,62.0
15102,302.046,61.0
15103,302.066,65476.0
15104,302.086,65476.0
15105,302.106,66.0
15106,302.126,62.0
15107,302.146,61.0
15108,302.166,65472.0
15109,302.186,65472.0
15110,302.206,66.0
15111,302.226,62.0
15112,302.246,42284.0
15113,302.266,65472.0
15114,302.286,65472.0
15115,302.306,66.0
15116,302.326,62.0
15117,302.346,61.0
15118,302.366,65472.0
15119,302.386,65480.0
15120,302.406,67.0
15121,302.426,62.0
15122,302.446,60.0
15123,302.466,65480.0
15124,302.486,65472.0
15125,302.506,67.0
15126,302.526,62.0
15127,302.546,61.0
15128,302.566,65460.0
15129,302.586,65480.0
15130,302.606,67.0
15131,302.626,63.0
15132,302.646,61.0
15133,302.666,65472.0
15134,302.686,65492.0
15135,302.706,67.0
15136,302.726,62.0
15137,302.746,61.0
15138,302.766,65484.0
15139,302.786,65480.0
15140,302.806,66.0
15141,302.826,62.0
15142,302.846,62.0
15143,302.866,65488.0
15144,302.886,65484.0
15145,302.906,65.0
15146,302.926,63.0
15147,302.946,61.0
15148,302.966,65472.0
15149,302.986,65472.0
15150,303.006,68.0
15151,303.026,63.0
15152,303.046,61.0
15153,303.066,65472.0
15154,303.086,65488.0
15155,303.106,67.0
15156,303.126,63.0
15157,303.146,60.0
15158,303.166,65472.0
15159,303.186,65476.0
15160,303.206,68.0
15161,303.226,64.0
15162,303.246,61.0
15163,303.266,65472.0
15164,303.286,65488.0
15165,303.306,14004.0
15166,303.326,59.0
15167,303.346,61.0
15168,303.366,65472.0
15169,303.386,65480.0
15170,303.406,69.0
15171,303.426,63.0
15172,303.446,60.0
15173,303.466,65472.0
15174,303.486,65472.0
15175,303.506,66.0
15176,303.526,63.0
15177,303.546,61.0
15178,303.566,65472.0
15179,303.586,65472.0
15180,303.606,65.0
15181,303.626,62.0
15182,303.646,60.0
15183,303.666,65472.0
15184,303.686,65484.0
15185,303.706,68.0
15186,303.726,63.0
15187,303.746,61.0
15188,303.766,65472.0
15189,303.786,65480.0
15190,303.806,68.0
15191,303.826,63.0
15192,303.846,60.0
15193,303.866,65472.0
15194,303.886,65480.0
15195,303.906,68.0
15196,303.926,63.0
15197,303.946,60.0
15198,303.966,65476.0
15199,303.986,65476.0
15200,304.006,67.0
15201,304.026,62.0
15202,304.046,59.0
15203,304.066,65476.0
15204,304.086,65472.0
15205,304.106,63.0
15206,304.126,62.0
15207,304.146,59.0
15208,304.166,65464.0
15209,304.186,65472.0
15210,304.206,63.0
15211,304.226,61.0
15212,304.246,61.0
15213,304.266,61.0
15214,304.286,62.0
15215,304.306,61.0
15216,304.326,62.0
15217,304.346,61.0
15218,304.366,65464.0
15219,304.386,65480.0
15220,304.406,64.0
15221,304.426,61.0
15222,304.446,61.0
15223,304.466,65456.0
15224,304.486,65476.0
15225,304.506,66.0
15226,304.526,64.0
15227,304.546,61.0
15228,304.566,65472.0
15229,304.586,65480.0
15230,304.606,68.0
15231,304.626,60.0
15232,304.646,65472.0
15233,304.666,65480.0
15234,304.686,65496.0
15235,304.706,65472.0
15236,304.726,65.0
15237,304.746,65472.0
15238,304.766,65484.0
15239,304.786,65488.0
15240,304.806,70.0
15241,304.826,64.0
15242,304.846,62.0
15243,304.866,65488.0
15244,304.886,65480.0
15245,304.906,68.0
15246,304.926,64.0
15247,304.946,12248.0
15248,304.966,65480.0
15249,304.986,65476.0
15250,305.006,69.0
15251,305.026,64.0
15252,305.046,62.0
15253,305.066,65472.0
15254,305.086,65484.0
15255,305.106,67.0
15256,305.126,62.0
15257,305.146,62.0
15258,305.166,65472.0
15259,305.186,65472.0
15260,305.206,65.0
15261,305.226,61.0
15262,305.246,61.0
15263,305.266,65472.0
15264,305.286,65472.0
15265,305.306,67.0
15266,305.326,62.0
15267,305.346,60.0
15268,305.366,65472.0
15269,305.386,65488.0
15270,305.406,68.0
15271,305.426,60.0
15272,305.446,65472.0
15273,305.466,65484.0
15274,305.486,65476.0
15275,305.506,69.0
15276,305.526,63.0
15277,305.546,61.0
15278,305.566,65472.0
15279,305.586,65472.0
15280,305.606,67.0
15281,305.626,63.0
15282,305.646,59.0
15283,305.666,65472.0
15284,305.686,65480.0
15285,305.706,65.0
15286,305.726,62.0
15287,305.746,61.0
15288,305.766,65472.0
15289,305.786,65472.0
15290,305.806,64.0
15291,305.826,61.0
15292,305.846,60.0
15293,305.866,65472.0
15294,305.886,65472.0
15295,305.906,64.0
15296,305.926,62.0
15297,305.946,60.0
15298,305.966,65472.0
15299,305.986,65472.0
15300,306.006,64.0
15301,306.026,62.0
15302,306.046,61.0
15303,306.066,65464.0
15304,306.086,65480.0
15305,306.106,67.0
15306,306.126,63.0
15307,306.146,61.0
15308,306.166,65472.0
15309,306.186,65472.0
15310,306.206,66.0
15311,306.226,63.0
15312,306.246,61.0
15313,306.266,65480.0
15314,306.286,65472.0
15315,306.306,66.0
15316,306.326,62.0
15317,306.346,62.0
15318,306.366,65464.0
15319,306.386,65472.0
15320,306.406,64.0
15321,306.426,62.0
15322,306.446,61.0
15323,306.466,65472.0
15324,306.486,65472.0
15325,306.506,66.0
15326,306.526,63.0
15327,306.546,62.0
15328,306.566,65484.0
15329,306.586,65480.0
15330,306.606,69.0
15331,306.626,59.0
15332,306.646,65472.0
15333,306.666,65480.0
15334,306.686,65472.0
15335,306.706,65472.0
15336,306.726,63.0
15337,306.746,61.0
15338,306.766,65472.0
15339,306.786,65472.0
15340,306.806,69.0
15341,306.826,63.0
15342,306.846,65456.0
15343,306.866,65472.0
15344,306.886,65476.0
15345,306.906,68.0
15346,306.926,62.0
15347,306.946,59.0
15348,306.966,65472.0
15349,306.986,65472.0
15350,307.006,66.0
15351,307.026,63.0
15352,307.046,60.0
15353,307.066,65472.0
15354,307.086,65476.0
15355,307.106,68.0
15356,307.126,64.0
15357,307.146,61.0
15358,307.166,65476.0
15359,307.186,65480.0
15360,307.206,69.0
15361,307.226,63.0
15362,307.246,61.0
15363,307.266,65472.0
15364,307.286,65488.0
15365,307.306,67.0
15366,307.326,62.0
15367,307.346,60.0
15368,307.366,65472.0
15369,307.386,65456.0
15370,307.406,65.0
15371,307.426,63.0
15372,307.446,61.0
15373,307.466,65440.0
15374,307.486,65460.0
15375,307.506,63.0
15376,307.526,62.0
15377,307.546,60.0
15378,307.566,65472.0
15379,307.586,65472.0
15380,307.606,66.0
15381,307.626,62.0
15382,307.646,60.0
15383,307.666,65472.0
15384,307.686,65480.0
15385,307.706,68.0
15386,307.726,64.0
15387,307.746,61.0
15388,307.766,65472.0
15389,307.786,65472.0
15390,307.806,65464.0
15391,307.826,61.0
15392,307.846,60.0
15393,307.866,65472.0
15394,307.886,65476.0
15395,307.906,68.0
15396,307.926,63.0
15397,307.946,62.0
15398,307.966,65472.0
15399,307.986,65476.0
15400,308.006,68.0
15401,308.026,64.0
15402,308.046,62.0
15403,308.066,65472.0
15404,308.086,65488.0
15405,308.106,68.0
15406,308.126,61.0
15407,308.146,61.0
15408,308.166,65472.0
15409,308.186,65472.0
15410,308.206,66.0
15411,308.226,63.0
15412,308.246,65460.0
15413,308.266,65480.0
15414,308.286,65476.0
15415,308.306,68.0
15416,308.326,61.0
15417,308.346,65472.0
15418,308.366,65472.0
15419,308.386,65480.0
15420,308.406,69.0
15421,308.426,62.0
15422,308.446,61.0
15423,308.466,65472.0
15424,308.486,66.0
15425,308.506,64.0
15426,308.526,61.0
15427,308.546,60.0
15428,308.566,65472.0
15429,308.586,65472.0
15430,308.606,66.0
15431,308.626,63.0
15432,308.646,63.0
15433,308.666,65472.0
15434,308.686,65484.0
15435,308.706,65472.0
15436,308.726,61.0
15437,308.746,65464.0
15438,308.766,65472.0
15439,308.786,65472.0
15440,308.806,67.0
15441,308.826,62.0
15442,308.846,60.0
15443,308.866,65476.0
15444,308.886,65472.0
15445,308.906,64.0
15446,308.926,63.0
15447,308.946,60.0
15448,308.966,65472.0
15449,308.986,65472.0
15450,309.006,66.0
15451,309.026,63.0
15452,309.046,60.0
15453,309.066,65472.0
15454,309.086,65476.0
15455,309.106,65.0
15456,309.126,65.0
15457,309.146,61.0
15458,309.166,65472.0
15459,309.186,65460.0
15460,309.206,67.0
15461,309.226,63.0
15462,309.246,61.0
15463,309.266,65472.0
15464,309.286,65472.0
15465,309.306,70.0
15466,309.326,63.0
15467,309.346,61.0
15468,309.366,65472.0
15469,309.386,65472.0
15470,309.406,68.0
15471,309.426,63.0
15472,309.446,61.0
15473,309.466,65472.0
15474,309.486,65476.0
15475,309.506,67.0
15476,309.526,62.0
15477,309.546,60.0
15478,309.566,65472.0
15479,309.586,65464.0
15480,309.606,66.0
15481,309.626,63.0
15482,309.646,61.0
15483,309.666,65476.0
15484,309.686,65484.0
15485,309.706,68.0
15486,309.726,64.0
15487,309.746,61.0
15488,309.766,65480.0
15489,309.786,65472.0
15490,309.806,68.0
15491,309.826,63.0
15492,309.846,61.0
15493,309.866,65472.0
15494,309.886,65484.0
15495,309.906,68.0
15496,309.926,64.0
15497,309.946,61.0
15498,309.966,65472.0
15499,309.986,65488.0
15500,310.006,68.0
15501,310.026,59.0
15502,310.046,65472.0
15503,310.066,65488.0
15504,310.086,65488.0
15505,310.106,65484.0
15506,310.126,61.0
15507,310.146,65476.0
15508,310.166,65476.0
15509,310.186,63.0
15510,310.206,61.0
15511,310.226,61.0
15512,310.246,60.0
15513,310.266,61.0
15514,310.286,62.0
15515,310.306,62.0
15516,310.326,62.0
15517,310.346,61.0
15518,310.366,65472.0
15519,310.386,65472.0
15520,310.406,65.0
15521,310.426,61.0
15522,310.446,61.0
15523,310.466,65472.0
15524,310.486,65460.0
15525,310.506,65.0
15526,310.526,62.0
15527,310.546,60.0
15528,310.566,65456.0
15529,310.586,65484.0
15530,310.606,68.0
15531,310.626,63.0
15532,310.646,60.0
15533,310.666,65488.0
15534,310.686,65472.0
15535,310.706,65472.0
15536,310.726,65.0
15537,310.746,65464.0
15538,310.766,65480.0
15539,310.786,65472.0
15540,310.806,68.0
15541,310.826,62.0
15542,310.846,61.0
15543,310.866,65472.0
15544,310.886,65480.0
15545,310.906,69.0
15546,310.926,64.0
15547,310.946,65464.0
15548,310.966,65472.0
15549,310.986,65484.0
15550,311.006,68.0
15551,311.026,62.0
15552,311.046,61.0
15553,311.066,65472.0
15554,311.086,65472.0
15555,311.106,67.0
15556,311.126,63.0
15557,311.146,59.0
15558,311.166,65472.0
15559,311.186,65500.0
15560,311.206,66.0
15561,311.226,62.0
15562,311.246,59.0
15563,311.266,65472.0
15564,311.286,65472.0
15565,311.306,66.0
15566,311.326,62.0
15567,311.346,61.0
15568,311.366,65472.0
15569,311.386,65476.0
15570,311.406,67.0
15571,311.426,63.0
15572,311.446,61.0
15573,311.466,65476.0
15574,311.486,65472.0
15575,311.506,66.0
15576,311.526,62.0
15577,311.546,61.0
15578,311.566,65476.0
15579,311.586,65472.0
15580,311.606,68.0
15581,311.626,63.0
15582,311.646,61.0
15583,311.666,65472.0
15584,311.686,65480.0
15585,311.706,67.0
15586,311.726,63.0
15587,311.746,61.0
15588,311.766,65488.0
15589,311.786,65472.0
15590,311.806,68.0
15591,311.826,64.0
15592,311.846,61.0
15593,311.866,65476.0
15594,311.886,65476.0
15595,311.906,68.0
15596,311.926,62.0
15597,311.946,60.0
15598,311.966,65472.0
15599,311.986,65492.0
15600,312.006,66.0
15601,312.026,64.0
15602,312.046,61.0
15603,312.066,65472.0
15604,312.086,65476.0
15605,312.106,68.0
15606,312.126,64.0
15607,312.146,61.0
15608,312.166,65472.0
15609,312.186,65472.0
15610,312.206,67.0
15611,312.226,64.0
15612,312.246,61.0
15613,312.266,65472.0
15614,312.286,65488.0
15615,312.306,66.0
15616,312.326,63.0
15617,312.346,62.0
15618,312.366,65472.0
15619,312.386,65472.0
15620,312.406,66.0
15621,312.426,63.0
15622,312.446,61.0
15623,312.466,65476.0
15624,312.486,65484.0
15625,312.506,67.0
15626,312.526,63.0
15627,312.546,61.0
15628,312.566,65472.0
15629,312.586,65488.0
15630,312.606,67.0
15631,312.626,62.0
15632,312.646,59.0
15633,312.666,65472.0
15634,312.686,65480.0
15635,312.706,69.0
15636,312.726,63.0
15637,312.746,60.0
15638,312.766,65472.0
15639,312.786,65492.0
15640,312.806,68.0
15641,312.826,63.0
15642,312.846,61.0
15643,312.866,65476.0
15644,312.886,65472.0
15645,312.906,68.0
15646,312.926,63.0
15647,312.946,60.0
15648,312.966,65476.0
15649,312.986,65476.0
15650,313.006,66.0
15651,313.026,62.0
15652,313.046,61.0
15653,313.066,65464.0
15654,313.086,65484.0
15655,313.106,67.0
15656,313.126,64.0
15657,313.146,60.0
15658,313.166,65472.0
15659,313.186,65480.0
15660,313.206,67.0
15661,313.226,63.0
15662,313.246,61.0
15663,313.266,65472.0
15664,313.286,65480.0
15665,313.306,68.0
15666,313.326,63.0
15667,313.346,61.0
15668,313.366,65472.0
15669,313.386,65492.0
15670,313.406,67.0
15671,313.426,63.0
15672,313.446,60.0
15673,313.466,65472.0
15674,313.486,65472.0
15675,313.506,69.0
15676,313.526,64.0
15677,313.546,60.0
15678,313.566,65472.0
15679,313.586,65488.0
15680,313.606,68.0
15681,313.626,63.0
15682,313.646,59.0
15683,313.666,65464.0
15684,313.686,65480.0
15685,313.706,68.0
15686,313.726,63.0
15687,313.746,61.0
15688,313.766,65480.0
15689,313.786,65476.0
15690,313.806,68.0
15691,313.826,63.0
15692,313.846,61.0
15693,313.866,65472.0
15694,313.886,65484.0
15695,313.906,68.0
15696,313.926,63.0
