i,Time,Data
30056,601.132,34248.0
30057,601.152,31068.0
30058,601.172,32920.0
30059,601.192,29552.0
30060,601.212,33076.0
30061,601.232,31732.0
30062,601.252,29432.0
30063,601.272,31248.0
30064,601.292,34988.0
30065,601.312,34764.0
30066,601.332,33496.0
30067,601.352,33993.0
30068,601.372,34016.0
30069,601.392,31272.0
30070,601.412,33372.0
30071,601.432,32856.0
30072,601.452,30136.0
30073,601.472,32556.0
30074,601.492,32816.0
30075,601.512,32720.0
30076,601.532,34724.0
30077,601.552,34017.0
30078,601.572,34092.0
30079,601.592,31168.0
30080,601.612,33748.0
30081,601.632,34220.0
30082,601.652,30980.0
30083,601.672,33948.0
30084,601.692,34800.0
30085,601.712,31848.0
30086,601.732,33344.0
30087,601.752,33496.0
30088,601.772,32028.0
30089,601.792,33144.0
30090,601.812,34208.0
30091,601.832,33736.0
30092,601.852,31812.0
30093,601.872,33760.0
30094,601.892,34144.0
30095,601.912,33824.0
30096,601.932,29684.0
30097,601.952,33464.0
30098,601.972,34144.0
30099,601.992,30864.0
30100,602.012,33360.0
30101,602.032,33224.0
30102,602.052,30296.0
30103,602.072,30500.0
30104,602.092,34388.0
30105,602.112,33744.0
30106,602.132,31084.0
30107,602.152,33588.0
30108,602.172,33344.0
30109,602.192,30810.0
30110,602.212,33888.0
30111,602.232,33836.0
30112,602.252,31492.0
30113,602.272,32892.0
30114,602.292,32088.0
30115,602.312,33512.0
30116,602.332,33044.0
30117,602.352,31080.0
30118,602.372,35548.0
30119,602.392,31900.0
30120,602.412,29848.0
30121,602.432,34000.0
30122,602.452,33264.0
30123,602.472,29740.0
30124,602.492,34352.0
30125,602.512,33592.0
30126,602.532,33412.0
30127,602.552,33516.0
30128,602.572,34394.0
30129,602.592,33928.0
30130,602.612,33620.0
30131,602.632,34252.0
30132,602.652,34248.0
30133,602.672,33812.0
30134,602.692,30564.0
30135,602.712,32132.0
30136,602.732,32752.0
30137,602.752,30784.0
30138,602.772,34184.0
30139,602.792,33444.0
30140,602.812,31852.0
30141,602.832,33548.0
30142,602.852,34260.0
30143,602.872,31432.0
30144,602.892,34316.0
30145,602.912,33724.0
30146,602.932,32004.0
30147,602.952,32824.0
30148,602.972,33128.0
30149,602.992,33400.0
30150,603.012,32320.0
30151,603.032,28760.0
30152,603.052,33636.0
30153,603.072,32980.0
30154,603.092,32820.0
30155,603.112,32764.0
30156,603.132,30936.0
30157,603.152,28800.0
30158,603.172,33728.0
30159,603.192,34704.0
30160,603.212,30444.0
30161,603.232,33896.0
30162,603.252,34520.0
30163,603.272,32340.0
30164,603.292,35204.0
30165,603.312,35156.0
30166,603.332,33504.0
30167,603.352,32972.0
30168,603.372,34604.0
30169,603.392,35096.0
30170,603.412,33180.0
30171,603.432,28900.0
30172,603.452,31508.0
30173,603.472,32448.0
30174,603.492,31428.0
30175,603.512,34072.0
30176,603.532,33888.0
30177,603.552,32180.0
30178,603.572,34060.0
30179,603.592,34160.0
30180,603.612,34156.0
30181,603.632,31588.0
30182,603.652,34648.0
30183,603.672,34032.0
30184,603.692,32628.0
30185,603.712,33324.0
30186,603.732,33464.0
30187,603.752,33648.0
30188,603.772,31708.0
30189,603.792,32976.0
30190,603.812,34168.0
30191,603.832,33452.0
30192,603.852,29560.0
30193,603.872,31292.0
30194,603.892,31676.0
30195,603.912,33600.0
30196,603.932,29572.0
30197,603.952,33944.0
30198,603.972,34068.0
30199,603.992,31808.0
30200,604.012,34276.0
30201,604.032,33404.0
30202,604.052,31020.0
30203,604.072,33848.0
30204,604.092,34256.0
30205,604.112,33308.0
30206,604.132,29956.0
30207,604.152,32608.0
30208,604.172,31596.0
30209,604.192,30912.0
30210,604.212,32916.0
30211,604.232,33420.0
30212,604.252,28633.0
30213,604.272,32652.0
30214,604.292,34032.0
30215,604.312,32316.0
30216,604.332,33900.0
30217,604.352,32784.0
30218,604.372,31408.0
30219,604.392,33808.0
30220,604.412,32224.0
30221,604.432,31888.0
30222,604.452,33588.0
30223,604.472,32920.0
30224,604.492,33232.0
30225,604.512,33488.0
30226,604.532,31140.0
30227,604.552,31852.0
30228,604.572,35408.0
30229,604.592,33844.0
30230,604.612,33920.0
30231,604.632,34712.0
30232,604.652,34504.0
30233,604.672,31392.0
30234,604.692,34376.0
30235,604.712,33088.0
30236,604.732,31676.0
30237,604.752,34624.0
30238,604.772,32640.0
30239,604.792,31020.0
30240,604.812,33524.0
30241,604.832,33652.0
30242,604.852,33492.0
30243,604.872,29708.0
30244,604.892,30932.0
30245,604.912,32208.0
30246,604.932,34076.0
30247,604.952,33248.0
30248,604.972,34532.0
30249,604.992,34288.0
30250,605.012,32580.0
30251,605.032,33700.0
30252,605.052,32876.0
30253,605.072,30324.0
30254,605.092,34136.0
30255,605.112,33464.0
30256,605.132,31440.0
30257,605.152,32372.0
30258,605.172,31568.0
30259,605.192,31056.0
30260,605.212,33400.0
30261,605.232,31164.0
30262,605.252,33788.0
30263,605.272,32636.0
30264,605.292,32576.0
30265,605.312,33880.0
30266,605.332,34364.0
30267,605.352,32048.0
30268,605.372,34948.0
30269,605.392,34656.0
30270,605.412,31804.0
30271,605.432,32932.0
30272,605.452,32332.0
30273,605.472,32260.0
30274,605.492,31410.0
30275,605.512,33416.0
30276,605.532,34332.0
30277,605.552,31008.0
30278,605.572,32164.0
30279,605.592,32724.0
30280,605.612,34740.0
30281,605.632,32916.0
30282,605.652,34452.0
30283,605.672,33932.0
30284,605.692,31452.0
30285,605.712,34512.0
30286,605.732,33696.0
30287,605.752,32552.0
30288,605.772,33044.0
30289,605.792,33724.0
30290,605.812,32772.0
30291,605.832,32476.0
30292,605.852,33352.0
30293,605.872,31144.0
30294,605.892,29860.0
30295,605.912,34000.0
30296,605.932,33852.0
30297,605.952,32608.0
30298,605.972,30884.0
30299,605.992,34588.0
30300,606.012,33180.0
30301,606.032,32901.0
30302,606.052,31620.0
30303,606.072,34288.0
30304,606.092,33024.0
30305,606.112,32436.0
30306,606.132,33920.0
30307,606.152,29784.0
30308,606.172,29764.0
30309,606.192,33892.0
30310,606.212,32696.0
30311,606.232,30928.0
30312,606.252,33376.0
30313,606.272,33588.0
30314,606.292,34088.0
30315,606.312,35296.0
30316,606.332,34592.0
30317,606.352,35068.0
30318,606.372,33764.0
30319,606.392,33864.0
30320,606.412,32408.0
30321,606.432,32020.0
30322,606.452,31768.0
30323,606.472,32368.0
30324,606.492,32548.0
30325,606.512,29108.0
30326,606.532,34104.0
30327,606.552,35428.0
30328,606.572,32416.0
30329,606.592,33456.0
30330,606.612,32784.0
30331,606.632,33056.0
30332,606.652,32904.0
30333,606.672,34568.0
30334,606.692,34288.0
30335,606.712,33716.0
30336,606.732,32284.0
30337,606.752,34272.0
30338,606.772,33340.0
30339,606.792,31624.0
30340,606.812,33724.0
30341,606.832,32776.0
30342,606.852,31324.0
30343,606.872,34288.0
30344,606.892,33200.0
30345,606.912,30672.0
30346,606.932,33336.0
30347,606.952,33448.0
30348,606.972,32160.0
30349,606.992,32332.0
30350,607.012,31776.0
30351,607.032,31656.0
30352,607.052,33018.0
30353,607.072,29952.0
30354,607.092,33776.0
30355,607.112,33132.0
30356,607.132,32124.0
30357,607.152,33292.0
30358,607.172,34148.0
30359,607.192,30348.0
30360,607.212,33332.0
30361,607.232,32520.0
30362,607.252,32624.0
30363,607.272,32200.0
30364,607.292,33928.0
30365,607.312,32928.0
30366,607.332,33392.0
30367,607.352,34528.0
30368,607.372,33996.0
30369,607.392,32608.0
30370,607.412,32832.0
30371,607.432,33232.0
30372,607.452,32328.0
30373,607.472,29856.0
30374,607.492,31324.0
30375,607.512,33308.0
30376,607.532,31204.0
30377,607.552,34512.0
30378,607.572,35188.0
30379,607.592,31828.0
30380,607.612,34216.0
30381,607.632,34664.0
30382,607.652,31956.0
30383,607.672,32492.0
30384,607.692,33945.0
30385,607.712,32508.0
30386,607.732,33024.0
30387,607.752,33520.0
30388,607.772,34324.0
30389,607.792,32036.0
30390,607.812,30296.0
30391,607.832,32028.0
30392,607.852,34356.0
30393,607.872,34024.0
30394,607.892,32028.0
30395,607.912,34608.0
30396,607.932,32712.0
30397,607.952,32744.0
30398,607.972,34560.0
30399,607.992,32220.0
30400,608.012,32600.0
30401,608.032,33412.0
30402,608.052,34052.0
30403,608.072,31976.0
30404,608.092,34060.0
30405,608.112,31072.0
30406,608.132,31268.0
30407,608.152,32392.0
30408,608.172,30136.0
30409,608.192,32960.0
30410,608.212,30956.0
30411,608.232,32372.0
30412,608.252,33692.0
30413,608.272,34072.0
30414,608.292,31344.0
30415,608.312,34276.0
30416,608.332,34388.0
30417,608.352,30224.0
30418,608.372,35068.0
30419,608.392,34524.0
30420,608.412,31888.0
30421,608.432,32928.0
30422,608.452,33040.0
30423,608.472,30740.0
30424,608.492,29560.0
30425,608.512,32752.0
30426,608.532,33668.0
30427,608.552,33504.0
30428,608.572,32388.0
30429,608.592,35912.0
30430,608.612,34204.0
30431,608.632,32520.0
30432,608.652,33432.0
30433,608.672,33680.0
30434,608.692,32984.0
30435,608.712,32244.0
30436,608.732,33416.0
30437,608.752,33096.0
30438,608.772,31712.0
30439,608.792,33384.0
30440,608.812,31904.0
30441,608.832,30112.0
30442,608.852,34204.0
30443,608.872,34316.0
30444,608.892,32232.0
30445,608.912,29480.0
30446,608.932,33648.0
30447,608.952,34520.0
30448,608.972,31572.0
30449,608.992,33376.0
30450,609.012,33368.0
30451,609.032,31984.0
30452,609.052,33232.0
30453,609.072,33556.0
30454,609.092,33600.0
30455,609.112,30988.0
30456,609.132,32380.0
30457,609.152,32892.0
30458,609.172,29304.0
30459,609.192,32224.0
30460,609.212,32632.0
30461,609.232,31404.0
30462,609.252,32916.0
30463,609.272,33780.0
30464,609.292,34760.0
30465,609.312,32816.0
30466,609.332,32600.0
30467,609.352,34512.0
30468,609.372,34200.0
30469,609.392,30904.0
30470,609.412,32868.0
30471,609.432,34644.0
30472,609.452,32044.0
30473,609.472,33936.0
30474,609.492,33692.0
30475,609.512,31848.0
30476,609.532,33896.0
30477,609.552,32300.0
30478,609.572,31444.0
30479,609.592,32056.0
30480,609.612,34180.0
30481,609.632,32880.0
30482,609.652,33400.0
30483,609.672,34664.0
30484,609.692,33932.0
30485,609.712,32860.0
30486,609.732,34528.0
30487,609.752,33916.0
30488,609.772,31076.0
30489,609.792,34248.0
30490,609.812,34260.0
30491,609.832,31108.0
30492,609.852,31160.0
30493,609.872,33512.0
30494,609.892,32920.0
30495,609.912,33400.0
30496,609.932,34112.0
30497,609.952,33272.0
30498,609.972,33596.0
30499,609.992,31564.0
30500,610.012,29212.0
30501,610.032,33696.0
30502,610.052,33876.0
30503,610.072,32100.0
30504,610.092,33220.0
30505,610.112,32620.0
30506,610.132,32996.0
30507,610.152,31148.0
30508,610.172,32504.0
30509,610.192,31324.0
30510,610.212,32284.0
30511,610.232,33768.0
30512,610.252,33552.0
30513,610.272,32128.0
30514,610.292,32552.0
30515,610.312,31712.0
30516,610.332,31772.0
30517,610.352,35204.0
30518,610.372,35840.0
30519,610.392,34976.0
30520,610.412,31318.0
30521,610.432,33280.0
30522,610.452,33376.0
30523,610.472,32548.0
30524,610.492,32544.0
30525,610.512,34088.0
30526,610.532,33665.0
30527,610.552,32176.0
30528,610.572,34816.0
30529,610.592,34260.0
30530,610.612,30764.0
30531,610.632,33424.0
30532,610.652,33632.0
30533,610.672,33296.0
30534,610.692,32704.0
30535,610.712,34332.0
30536,610.732,31364.0
30537,610.752,30844.0
30538,610.772,33984.0
30539,610.792,33968.0
30540,610.812,32840.0
30541,610.832,33180.0
30542,610.852,34136.0
30543,610.872,33144.0
30544,610.892,30644.0
30545,610.912,33244.0
30546,610.932,34236.0
30547,610.952,31264.0
30548,610.972,34696.0
30549,610.992,33644.0
30550,611.012,31000.0
30551,611.032,33728.0
30552,611.052,34204.0
30553,611.072,31244.0
30554,611.092,30820.0
30555,611.112,30558.0
30556,611.132,33744.0
30557,611.152,32309.0
30558,611.172,32852.0
30559,611.192,32608.0
30560,611.212,32828.0
30561,611.232,30512.0
30562,611.252,33084.0
30563,611.272,34776.0
30564,611.292,33364.0
30565,611.312,33117.0
30566,611.332,33544.0
30567,611.352,33356.0
30568,611.372,32896.0
30569,611.392,33732.0
30570,611.412,30656.0
30571,611.432,29796.0
30572,611.452,34096.0
30573,611.472,33824.0
30574,611.492,33400.0
30575,611.512,30256.0
30576,611.532,34696.0
30577,611.552,34420.0
30578,611.572,33008.0
30579,611.592,35432.0
30580,611.612,34488.0
30581,611.632,32796.0
30582,611.652,34008.0
30583,611.672,33584.0
30584,611.692,33548.0
30585,611.712,31276.0
30586,611.732,33304.0
30587,611.752,34576.0
30588,611.772,31388.0
30589,611.792,34144.0
30590,611.812,33828.0
30591,611.832,32292.0
30592,611.852,29716.0
30593,611.872,33600.0
30594,611.892,33352.0
30595,611.912,30788.0
30596,611.932,33420.0
30597,611.952,33688.0
30598,611.972,32436.0
30599,611.992,32592.0
30600,612.012,33728.0
30601,612.032,32324.0
30602,612.052,31756.0
30603,612.072,34212.0
30604,612.092,33120.0
30605,612.112,29748.0
30606,612.132,31420.0
30607,612.152,31424.0
30608,612.172,30116.0
30609,612.192,32524.0
30610,612.212,32372.0
30611,612.232,32764.0
30612,612.252,33048.0
30613,612.272,33004.0
30614,612.292,34384.0
30615,612.312,34496.0
30616,612.332,30748.0
30617,612.352,33856.0
30618,612.372,34544.0
30619,612.392,31436.0
30620,612.412,31328.0
30621,612.432,31092.0
30622,612.452,31492.0
30623,612.472,33504.0
30624,612.492,33892.0
30625,612.512,33616.0
30626,612.532,30276.0
30627,612.552,35044.0
30628,612.572,35284.0
30629,612.592,33576.0
30630,612.612,33169.0
30631,612.632,35008.0
30632,612.652,33896.0
30633,612.672,33416.0
30634,612.692,34592.0
30635,612.712,33328.0
30636,612.732,31580.0
30637,612.752,33312.0
30638,612.772,33344.0
30639,612.792,30812.0
30640,612.812,33072.0
30641,612.832,33600.0
30642,612.852,33128.0
30643,612.872,33032.0
30644,612.892,32121.0
30645,612.912,31700.0
30646,612.932,32864.0
30647,612.952,30192.0
30648,612.972,33900.0
30649,612.992,34440.0
30650,613.012,31088.0
30651,613.032,33904.0
30652,613.052,33696.0
30653,613.072,32144.0
30654,613.092,32956.0
30655,613.112,35408.0
30656,613.132,32616.0
30657,613.152,32436.0
30658,613.172,32585.0
30659,613.192,31988.0
30660,613.212,30400.0
30661,613.232,31732.0
30662,613.252,30112.0
30663,613.272,30356.0
30664,613.292,33588.0
30665,613.312,33952.0
30666,613.332,31132.0
30667,613.352,35268.0
30668,613.372,34608.0
30669,613.392,32512.0
30670,613.412,32568.0
30671,613.432,32388.0
30672,613.452,31768.0
30673,613.472,32640.0
30674,613.492,33988.0
30675,613.512,33652.0
30676,613.532,32188.0
30677,613.552,34984.0
30678,613.572,34364.0
30679,613.592,30528.0
30680,613.612,34272.0
30681,613.632,33672.0
30682,613.652,33736.0
30683,613.672,32036.0
30684,613.692,30572.0
30685,613.712,34180.0
30686,613.732,33436.0
30687,613.752,32372.0
30688,613.772,33496.0
30689,613.792,33316.0
30690,613.812,33140.0
30691,613.832,30752.0
30692,613.852,34232.0
30693,613.872,34228.0
30694,613.892,30980.0
30695,613.912,34396.0
30696,613.932,33808.0
30697,613.952,29912.0
30698,613.972,34612.0
30699,613.992,33072.0
30700,614.012,31408.0
30701,614.032,33280.0
30702,614.052,30784.0
30703,614.072,34280.0
30704,614.092,34064.0
30705,614.112,31872.0
30706,614.132,33920.0
30707,614.152,30928.0
30708,614.172,29825.0
30709,614.192,32424.0
30710,614.212,33468.0
30711,614.232,30232.0
30712,614.252,31584.0
30713,614.272,33532.0
30714,614.292,33376.0
30715,614.312,30260.0
30716,614.332,34076.0
30717,614.352,35248.0
30718,614.372,33100.0
30719,614.392,33832.0
30720,614.412,33436.0
30721,614.432,32740.0
30722,614.452,30008.0
30723,614.472,33400.0
30724,614.492,33100.0
30725,614.512,30980.0
30726,614.532,34376.0
30727,614.552,35504.0
30728,614.572,32352.0
30729,614.592,32960.0
30730,614.612,35088.0
30731,614.632,33504.0
30732,614.652,33708.0
30733,614.672,35002.0
30734,614.692,33540.0
30735,614.712,29672.0
30736,614.732,31016.0
30737,614.752,34528.0
30738,614.772,34040.0
30739,614.792,30464.0
30740,614.812,34428.0
30741,614.832,34016.0
30742,614.852,33440.0
30743,614.872,32960.0
30744,614.892,33868.0
30745,614.912,33196.0
30746,614.932,33216.0
30747,614.952,33444.0
30748,614.972,33980.0
30749,614.992,31412.0
30750,615.012,32792.0
30751,615.032,32856.0
30752,615.052,30460.0
30753,615.072,32160.0
30754,615.092,32612.0
30755,615.112,31272.0
30756,615.132,33720.0
30757,615.152,32820.0
30758,615.172,33892.0
30759,615.192,32664.0
30760,615.212,31640.0
30761,615.232,32240.0
30762,615.252,32640.0
30763,615.272,31416.0
30764,615.292,34208.0
30765,615.312,34320.0
30766,615.332,30492.0
30767,615.352,32456.0
30768,615.372,34864.0
30769,615.392,31420.0
30770,615.412,33440.0
30771,615.432,33308.0
30772,615.452,31476.0
30773,615.472,32972.0
30774,615.492,34140.0
30775,615.512,33209.0
30776,615.532,34016.0
30777,615.552,31404.0
30778,615.572,34524.0
30779,615.592,34284.0
30780,615.612,31232.0
30781,615.632,31176.0
30782,615.652,32372.0
30783,615.672,31280.0
30784,615.692,34040.0
30785,615.712,35180.0
30786,615.732,33660.0
30787,615.752,33360.0
30788,615.772,33976.0
30789,615.792,32952.0
30790,615.812,34388.0
30791,615.832,33956.0
30792,615.852,34584.0
30793,615.872,32628.0
30794,615.892,30208.0
30795,615.912,33928.0
30796,615.932,32036.0
30797,615.952,30820.0
30798,615.972,33968.0
30799,615.992,32976.0
30800,616.012,33804.0
30801,616.032,33148.0
30802,616.052,34456.0
30803,616.072,33848.0
30804,616.092,31104.0
30805,616.112,33488.0
30806,616.132,33576.0
30807,616.152,30012.0
30808,616.172,32948.0
30809,616.192,32396.0
30810,616.213,30124.0
30811,616.233,32832.0
30812,616.253,33600.0
30813,616.273,34128.0
30814,616.293,32176.0
30815,616.313,33536.0
30816,616.333,30692.0
30817,616.353,31260.0
30818,616.373,30880.0
30819,616.393,33928.0
30820,616.413,32448.0
30821,616.433,30176.0
30822,616.453,35392.0
30823,616.473,33700.0
30824,616.493,31664.0
30825,616.513,34320.0
30826,616.533,35656.0
30827,616.553,32032.0
30828,616.573,35088.0
30829,616.593,35024.0
30830,616.613,34360.0
30831,616.633,33568.0
30832,616.653,32764.0
30833,616.673,33924.0
30834,616.693,33352.0
30835,616.713,32380.0
30836,616.733,34052.0
30837,616.753,33096.0
30838,616.773,31324.0
30839,616.793,32560.0
30840,616.813,33400.0
30841,616.833,29548.0
30842,616.853,33468.0
30843,616.873,34300.0
30844,616.893,32164.0
30845,616.913,33728.0
30846,616.933,33016.0
30847,616.953,32913.0
30848,616.973,33288.0
30849,616.993,29180.0
30850,617.013,32296.0
30851,617.033,31132.0
30852,617.053,32536.0
30853,617.073,33336.0
30854,617.093,33416.0
30855,617.113,30816.0
30856,617.133,31168.0
30857,617.153,30248.0
30858,617.173,29564.0
30859,617.193,32956.0
30860,617.213,34000.0
30861,617.233,30804.0
30862,617.253,33680.0
30863,617.273,34152.0
30864,617.293,33216.0
30865,617.313,34616.0
30866,617.333,34480.0
30867,617.353,34452.0
30868,617.373,34896.0
30869,617.393,30772.0
30870,617.413,32832.0
30871,617.433,33764.0
30872,617.453,30680.0
30873,617.473,32636.0
30874,617.493,32516.0
30875,617.513,31364.0
30876,617.533,34600.0
30877,617.553,34640.0
30878,617.573,31632.0
30879,617.593,31356.0
30880,617.613,34620.0
30881,617.633,34316.0
30882,617.653,33580.0
30883,617.673,34928.0
30884,617.693,33724.0
30885,617.713,33424.0
30886,617.733,31256.0
30887,617.753,33868.0
30888,617.773,34301.0
30889,617.793,31368.0
30890,617.813,33432.0
30891,617.833,34080.0
30892,617.853,32912.0
30893,617.873,33244.0
30894,617.893,33372.0
30895,617.913,33592.0
30896,617.933,30332.0
30897,617.953,34072.0
30898,617.973,32488.0
30899,617.993,32612.0
30900,618.013,31224.0
30901,618.033,30908.0
30902,618.053,31452.0
30903,618.073,33192.0
30904,618.093,30778.0
30905,618.113,33372.0
30906,618.133,34192.0
30907,618.153,30372.0
30908,618.173,33008.0
30909,618.193,31572.0
30910,618.213,30116.0
30911,618.233,32848.0
30912,618.253,33896.0
30913,618.273,31904.0
30914,618.293,34208.0
30915,618.313,31592.0
30916,618.333,31352.0
30917,618.353,32504.0
30918,618.373,35320.0
30919,618.393,34196.0
30920,618.413,31328.0
30921,618.433,33464.0
30922,618.453,34008.0
30923,618.473,35228.0
30924,618.493,30932.0
30925,618.513,33132.0
30926,618.533,35264.0
30927,618.553,31432.0
30928,618.573,36320.0
30929,618.593,34912.0
30930,618.613,33068.0
30931,618.633,33904.0
30932,618.653,34130.0
30933,618.673,33032.0
30934,618.693,32208.0
30935,618.713,30976.0
30936,618.733,30880.0
30937,618.753,30964.0
30938,618.773,33496.0
30939,618.793,33688.0
30940,618.813,33012.0
30941,618.833,30444.0
30942,618.853,34180.0
30943,618.873,34688.0
30944,618.893,32468.0
30945,618.913,32436.0
30946,618.933,33564.0
30947,618.953,33736.0
30948,618.973,29500.0
30949,618.993,32328.0
30950,619.013,32292.0
30951,619.033,32592.0
30952,619.053,32264.0
30953,619.073,33788.0
30954,619.093,31272.0
30955,619.113,30948.0
30956,619.133,33328.0
30957,619.153,34216.0
30958,619.173,31996.0
30959,619.193,32084.0
30960,619.213,33308.0
30961,619.233,30424.0
30962,619.253,33676.0
30963,619.273,34832.0
30964,619.293,32712.0
30965,619.313,32816.0
30966,619.333,34520.0
30967,619.353,34072.0
30968,619.373,31120.0
30969,619.393,33768.0
30970,619.413,33000.0
30971,619.433,30116.0
30972,619.453,33416.0
30973,619.473,33936.0
30974,619.493,30216.0
30975,619.513,33140.0
30976,619.533,34352.0
30977,619.553,34116.0
30978,619.573,33880.0
30979,619.593,33308.0
30980,619.613,34696.0
30981,619.633,34160.0
30982,619.653,32944.0
30983,619.673,33280.0
30984,619.693,31744.0
30985,619.713,31520.0
30986,619.733,35000.0
30987,619.753,35736.0
30988,619.773,32568.0
30989,619.793,33600.0
30990,619.813,34000.0
30991,619.833,33088.0
30992,619.853,30716.0
30993,619.873,34256.0
30994,619.893,34148.0
30995,619.913,33012.0
30996,619.933,31076.0
30997,619.953,34448.0
30998,619.973,33820.0
30999,619.993,30008.0
31000,620.013,33492.0
31001,620.033,33572.0
31002,620.053,30672.0
31003,620.073,30816.0
31004,620.093,32832.0
31005,620.113,33260.0
31006,620.133,31149.0
31007,620.153,34332.0
31008,620.173,33328.0
31009,620.193,30144.0
31010,620.213,32960.0
31011,620.233,32232.0
31012,620.253,33088.0
31013,620.273,34164.0
31014,620.293,33396.0
31015,620.313,33744.0
31016,620.333,33100.0
31017,620.353,32568.0
31018,620.373,32376.0
31019,620.393,31636.0
31020,620.413,32392.0
31021,620.433,33200.0
31022,620.453,31112.0
31023,620.473,33392.0
31024,620.493,32656.0
31025,620.513,32037.0
31026,620.533,35192.0
31027,620.553,34996.0
31028,620.573,34376.0
31029,620.593,32360.0
31030,620.613,33384.0
31031,620.633,31828.0
31032,620.653,32504.0
31033,620.673,32804.0
31034,620.693,35736.0
31035,620.713,34512.0
31036,620.733,33416.0
31037,620.753,35220.0
31038,620.773,34600.0
31039,620.793,32772.0
31040,620.813,31772.0
31041,620.833,33896.0
31042,620.853,35088.0
31043,620.873,30420.0
31044,620.893,32876.0
31045,620.913,32760.0
31046,620.933,32624.0
31047,620.953,33212.0
31048,620.973,31748.0
31049,620.993,30432.0
31050,621.013,33796.0
31051,621.033,30848.0
31052,621.053,34112.0
31053,621.073,32976.0
31054,621.093,29688.0
31055,621.113,33208.0
31056,621.133,33224.0
31057,621.153,30204.0
31058,621.173,32892.0
31059,621.193,32844.0
31060,621.213,31192.0
31061,621.233,33716.0
31062,621.253,33912.0
31063,621.273,30568.0
31064,621.293,33592.0
31065,621.313,34336.0
31066,621.333,33268.0
31067,621.353,33196.0
31068,621.373,34548.0
31069,621.393,33952.0
31070,621.413,32964.0
31071,621.433,29816.0
31072,621.453,33840.0
31073,621.473,30828.0
31074,621.493,30345.0
31075,621.513,33624.0
31076,621.533,34496.0
31077,621.553,32272.0
31078,621.573,34904.0
31079,621.593,34660.0
31080,621.613,33508.0
31081,621.633,32286.0
31082,621.653,35200.0
31083,621.673,34192.0
31084,621.693,32696.0
31085,621.713,34240.0
31086,621.733,33104.0
31087,621.753,33040.0
31088,621.773,29864.0
31089,621.793,33189.0
31090,621.813,33176.0
31091,621.833,31580.0
31092,621.853,33544.0
31093,621.873,33988.0
31094,621.893,33140.0
31095,621.913,33416.0
31096,621.933,33612.0
31097,621.953,32404.0
31098,621.973,32508.0
31099,621.993,33556.0
31100,622.013,32400.0
31101,622.033,31800.0
31102,622.053,33940.0
31103,622.073,32600.0
31104,622.093,32100.0
31105,622.113,33304.0
31106,622.133,33184.0
31107,622.153,32252.0
31108,622.173,30424.0
31109,622.193,32200.0
31110,622.213,31612.0
31111,622.233,30744.0
31112,622.253,32356.0
31113,622.273,34316.0
31114,622.293,33984.0
31115,622.313,33400.0
31116,622.333,34548.0
31117,622.353,35944.0
31118,622.373,31428.0
31119,622.393,34612.0
31120,622.413,32116.0
31121,622.433,31596.0
31122,622.453,33760.0
31123,622.473,33372.0
31124,622.493,33068.0
31125,622.513,32860.0
31126,622.533,33152.0
31127,622.553,35592.0
31128,622.573,34960.0
31129,622.593,31196.0
31130,622.613,34808.0
31131,622.633,34516.0
31132,622.653,30472.0
31133,622.673,31376.0
31134,622.693,33524.0
31135,622.713,33332.0
31136,622.733,33616.0
31137,622.753,34024.0
31138,622.773,33952.0
31139,622.793,33236.0
31140,622.813,34192.0
31141,622.833,33713.0
31142,622.853,32832.0
31143,622.873,30424.0
31144,622.893,34224.0
31145,622.913,34400.0
31146,622.933,30404.0
31147,622.953,31648.0
31148,622.973,31544.0
31149,622.993,31220.0
31150,623.013,31860.0
31151,623.033,33752.0
31152,623.053,32884.0
31153,623.073,32396.0
31154,623.093,33532.0
31155,623.113,33652.0
31156,623.133,31180.0
31157,623.153,34160.0
31158,623.173,32736.0
31159,623.193,30208.0
31160,623.213,32176.0
31161,623.233,32800.0
31162,623.253,33728.0
31163,623.273,31184.0
31164,623.293,34700.0
31165,623.313,33848.0
31166,623.333,31216.0
31167,623.353,32576.0
31168,623.373,34332.0
31169,623.393,34332.0
31170,623.413,30724.0
31171,623.433,32952.0
31172,623.453,34016.0
31173,623.473,31808.0
31174,623.493,34624.0
31175,623.513,34432.0
31176,623.533,31676.0
31177,623.553,35508.0
31178,623.573,35244.0
31179,623.593,34644.0
31180,623.613,31264.0
31181,623.633,33644.0
31182,623.653,31528.0
31183,623.673,31312.0
31184,623.693,31500.0
31185,623.713,33768.0
31186,623.733,34744.0
31187,623.753,30524.0
31188,623.773,33460.0
31189,623.793,33452.0
31190,623.813,30992.0
31191,623.833,33864.0
31192,623.853,33272.0
31193,623.873,32124.0
31194,623.893,31776.0
31195,623.913,33088.0
31196,623.933,32256.0
31197,623.953,34370.0
31198,623.973,31008.0
31199,623.993,33212.0
31200,624.013,32256.0
31201,624.033,31956.0
31202,624.053,33832.0
31203,624.073,33960.0
31204,624.093,29696.0
31205,624.113,32796.0
31206,624.133,31108.0
31207,624.153,30664.0
31208,624.173,32780.0
31209,624.193,33114.0
31210,624.213,31980.0
31211,624.233,32524.0
31212,624.253,32792.0
31213,624.273,32568.0
31214,624.293,32216.0
31215,624.313,34796.0
31216,624.333,33960.0
31217,624.353,35472.0
31218,624.373,32224.0
31219,624.393,34156.0
31220,624.413,32928.0
31221,624.433,30988.0
