# OpenSignals Text File Format. Version 1
# {"00:07:80:4B:18:75": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:4B:18:75", "device connection": "BTH00:07:80:4B:18:75", "sampling rate": 50, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2022-11-18", "time": "17:29:50.577", "channels": [1], "sensor": ["EEG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["dark_blue"]}}
# EndOfHeader
0	0	66	
1	0	60	
2	0	65456	
3	0	65472	
4	0	65476	
5	0	65	
6	0	60	
7	0	188	
8	0	65480	
9	0	65472	
10	0	65	
11	0	60	
12	0	65472	
13	0	65472	
14	0	65472	
15	0	65	
16	0	59	
17	0	65476	
18	0	65472	
19	0	65476	
20	0	66	
21	0	60	
22	0	65440	
23	0	65472	
24	0	65472	
25	0	65	
26	0	63	
27	0	60	
28	0	65488	
29	0	65480	
30	0	66	
31	0	60	
32	0	65464	
33	0	65472	
34	0	65488	
35	0	66	
36	0	62	
37	0	60	
38	0	65476	
39	0	65472	
40	0	65	
41	0	63	
42	0	61	
43	0	65472	
44	0	65472	
45	0	66	
46	0	59	
47	0	61	
48	0	65472	
49	0	65472	
50	0	65	
51	0	61	
52	0	61	
53	0	65472	
54	0	65472	
55	0	68	
56	0	63	
57	0	59	
58	0	65472	
59	0	65472	
60	0	65	
61	0	63	
62	0	65464	
63	0	65472	
64	0	65480	
65	0	67	
66	0	63	
67	0	60	
68	0	65472	
69	0	65472	
70	0	65	
71	0	62	
72	0	60	
73	0	65472	
74	0	65480	
75	0	66	
76	0	63	
77	0	61	
78	0	65472	
79	0	65480	
80	0	67	
81	0	61	
82	0	60	
83	0	65488	
84	0	65472	
85	0	65	
86	0	63	
87	0	62	
88	0	65472	
89	0	65472	
90	0	68	
91	0	62	
92	0	61	
93	0	65480	
94	0	65480	
95	0	68	
96	0	62	
97	0	61	
98	0	65472	
99	0	65476	
100	0	66	
101	0	63	
102	0	60	
103	0	65472	
104	0	65472	
105	0	66	
106	0	63	
107	0	60	
108	0	65472	
109	0	65480	
110	0	65	
111	0	62	
112	0	60	
113	0	65480	
114	0	65476	
115	0	66	
116	0	61	
117	0	61	
118	0	65472	
119	0	65472	
120	0	68	
121	0	64	
122	0	61	
123	0	65472	
124	0	65484	
125	0	67	
126	0	63	
127	0	61	
128	0	65456	
129	0	65472	
130	0	67	
131	0	62	
132	0	61	
133	0	65472	
134	0	65488	
135	0	67	
136	0	62	
137	0	60	
138	0	65472	
139	0	65480	
140	0	66	
141	0	62	
142	0	59	
143	0	65472	
144	0	65472	
145	0	67	
146	0	61	
147	0	62	
148	0	65472	
149	0	65472	
150	0	68	
151	0	63	
152	0	59	
153	0	65472	
154	0	65476	
155	0	66	
156	0	64	
157	0	61	
158	0	65480	
159	0	65480	
160	0	68	
161	0	63	
162	0	61	
163	0	65472	
164	0	65484	
165	0	65472	
166	0	61	
167	0	65476	
168	0	65472	
169	0	65480	
170	0	70	
171	0	63	
172	0	61	
173	0	65472	
174	0	65472	
175	0	65	
176	0	61	
177	0	60	
178	0	65480	
179	0	65476	
180	0	65	
181	0	62	
182	0	61	
183	0	60	
184	0	64	
185	0	62	
186	0	61	
187	0	60	
188	0	65476	
189	0	65472	
190	0	65480	
191	0	60	
192	0	65472	
193	0	65480	
194	0	65484	
195	0	65476	
196	0	61	
197	0	65448	
198	0	65480	
199	0	65480	
200	0	67	
201	0	63	
202	0	60	
203	0	65472	
204	0	65480	
205	0	66	
206	0	62	
207	0	60	
208	0	65480	
209	0	65492	
210	0	65472	
211	0	61	
212	0	61	
213	0	65472	
214	0	65472	
215	0	67	
216	0	63	
217	0	59	
218	0	65472	
219	0	65484	
220	0	65	
221	0	62	
222	0	61	
223	0	60	
224	0	65472	
225	0	66	
226	0	63	
227	0	60	
228	0	65476	
229	0	65488	
230	0	69	
231	0	62	
232	0	60	
233	0	65476	
234	0	65484	
235	0	67	
236	0	62	
237	0	59	
238	0	65472	
239	0	65488	
240	0	69	
241	0	62	
242	0	61	
243	0	65472	
244	0	65480	
245	0	65472	
246	0	63	
247	0	59	
248	0	65472	
249	0	65484	
250	0	65472	
251	0	65	
252	0	60	
253	0	65472	
254	0	65480	
255	0	68	
256	0	62	
257	0	61	
258	0	65472	
259	0	65480	
260	0	67	
261	0	64	
262	0	60	
263	0	65484	
264	0	65480	
265	0	69	
266	0	62	
267	0	60	
268	0	65472	
269	0	65476	
270	0	65448	
271	0	65	
272	0	61	
273	0	65472	
274	0	65480	
275	0	67	
276	0	62	
277	0	59	
278	0	65476	
279	0	65488	
280	0	69	
281	0	64	
282	0	60	
283	0	65476	
284	0	65488	
285	0	66	
286	0	63	
287	0	60	
288	0	65472	
289	0	65484	
290	0	68	
291	0	64	
292	0	60	
293	0	65480	
294	0	65480	
295	0	65472	
296	0	64	
297	0	61	
298	0	65476	
299	0	65484	
300	0	69	
301	0	61	
302	0	59	
